time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-1.27502143775e-07,1.48464495446e-06,10.0037912291,0.000963437978405,6.2827318641,0.0,1.16348666481e-05,0.000112499610966,0.126367910195,0.0368533785661,-0.0303463965366,0.0,446.7112473519447,444.2302895604307,443.3914210612431,446.40827000838476
0.12000000000000001,1.92130599446e-05,4.04408875097e-05,10.0171674967,0.00318487597702,6.28066303946,0.0,0.000856332459922,0.00144265106307,0.319472183209,0.0373628998672,-0.0443899120717,0.0,466.5755990116771,465.4776068169483,465.02742550222786,465.0679005248892
0.18,0.000138984156513,0.00020925747649,10.0415435977,0.00534566894932,6.27842942174,0.0,0.00340903792914,0.00443303920498,0.493003224541,0.0331678257513,-0.0257877766438,0.0,458.3483317965246,459.8234170349997,460.6271245609503,460.2958400668393
0.23999999999999996,0.000436891796166,0.000581327507183,10.0720018827,0.00752747570579,6.27643193455,0.0,0.0066765080868,0.00816075044904,0.522257770692,0.0420899254512,-0.0558005833006,0.0,415.89720620713666,413.2597980010182,413.25729419749337,414.04357118622045
0.3,0.00100635021903,0.00125394198644,10.1085770528,0.00984747204143,6.27304648059,0.0,0.0126853468081,0.0145340662484,0.696818609882,0.0307502690114,-0.0577011142933,0.0,460.9783316618278,460.82609978087845,460.0954256752637,459.197570307871
0.36000000000000004,0.00201664303257,0.00236182771446,10.1558465381,0.0119384301634,6.26964755435,0.0,0.0213811927591,0.0226199470122,0.878701526169,0.0419925353795,-0.0546238388734,0.0,463.6239000094306,463.86353256136925,461.21116624479663,462.09857043757165
0.4200000000000001,0.00361174526787,0.00399314059583,10.2130016637,0.0140304817992,6.26662067588,0.0,0.0321297339108,0.0320140448322,1.02633950958,0.0141707618882,-0.043188677903,0.0,452.2418430964752,453.16025770683757,453.6229079829647,451.38397780938567
0.48000000000000015,0.00586958495316,0.00618906699097,10.2762868576,0.0143516085302,6.26406477888,0.0,0.0433766829754,0.0412509794793,1.08310896003,-0.0252090844091,-0.0414432207042,0.0,424.7633459558698,424.91190217301005,425.0427138038721,421.6546904037227
0.5400000000000001,0.00892201373978,0.00898728294732,10.3465824669,0.0128179096975,6.26153226985,0.0,0.0586518223535,0.0518475189272,1.25989599742,-0.0262761672364,-0.0437842410949,0.0,462.28273722144814,462.09736142778894,461.588916341876,461.5046155880349
0.6000000000000002,0.0128821903405,0.0123474918105,10.4244338375,0.0111381276026,6.25872657493,0.0,0.0736183642975,0.0599983024763,1.33506003122,-0.0316794940724,-0.0535009124875,0.0,430.23174243890895,429.4069313597101,431.64762214479816,431.19120319742484
0.6600000000000003,0.0179239547952,0.0162169933463,10.5118181659,0.00970748721944,6.25570007187,0.0,0.0948156842026,0.0687806950716,1.57743993668,-0.0115510035104,-0.0449365790531,0.0,481.2915938326185,481.937871127917,481.18602684368636,482.7071571730215
0.7200000000000003,0.0242510059707,0.0205624685387,10.6116203455,0.00920866562057,6.25333015178,0.0,0.116362028327,0.075999545314,1.74904406497,-0.00251879835666,-0.0303889940191,0.0,460.7766942065623,461.92445102953275,461.4344130138077,462.1469432706376
0.7800000000000004,0.031870435148,0.0253163982432,10.7200253733,0.0092584267363,6.25152232294,0.0,0.137802303218,0.0824583830373,1.86426879764,0.00680213973676,-0.0296184917754,0.0,444.56148360565794,444.6243177025391,444.6392524525208,445.4021445283281
0.8400000000000004,0.0407830954763,0.0304516912864,10.8343696204,0.00939643150558,6.24938923212,0.0,0.159471927976,0.0887457151669,1.94706050739,-0.00870991953136,-0.0513493819324,0.0,436.57572137209013,434.75818289498966,434.89088915381166,433.58969598220483
0.9000000000000005,0.0508927148739,0.0359228912644,10.9492881083,0.00909041529723,6.24613703068,0.0,0.177764344593,0.0935967469061,1.88365309231,0.00128652916751,-0.060625946236,0.0,385.112668790488,384.23176622190203,386.2230387878538,387.1647494562213
0.9600000000000005,0.0623919596246,0.0417395963244,11.0667427485,0.00914669366715,6.24216464412,0.0,0.205944759077,0.100298092998,2.03123224606,0.000231524549873,-0.0807281359636,0.0,456.4139645937687,454.8035541100252,455.1173159971105,455.0328520659691
1.0200000000000005,0.0758736577872,0.0480031073254,11.1978091032,0.00934646326596,6.23768674282,0.0,0.244034538535,0.108494869497,2.33704172825,0.00889971044187,-0.0646099044905,0.0,501.3232443811228,502.4892110765911,501.6942840562244,502.32316702542346
1.0800000000000005,0.0915894309482,0.0547320341669,11.3436178291,0.00986928651467,6.23423277272,0.0,0.280222278535,0.115859203457,2.522832519,0.00833911570099,-0.0462828909398,0.0,467.2358467456283,468.660212375236,469.4968569001269,469.4532369554467
1.1400000000000006,0.109571024751,0.0619195115117,11.5009570793,0.00979022579875,6.23181585902,0.0,0.319440306785,0.123766257998,2.7213365071,-0.0405466415956,-0.0303881125859,0.0,473.05614572041736,474.2776910464808,474.87322305142055,471.1084410438806
1.2000000000000006,0.129819030949,0.0695406233259,11.6675039473,0.00691744367713,6.22999244019,0.0,0.35566573709,0.13000104037,2.8299504598,-0.0695479256557,-0.0303947161585,0.0,446.33819016852897,446.3373536781264,448.94323645670784,446.5822802995067
1.2600000000000007,0.152448872543,0.07748831863,11.8437480387,0.00275545588912,6.22806814183,0.0,0.398852998765,0.134422553245,3.04429110234,-0.0690061723881,-0.0356554534816,0.0,480.2251321432982,479.8256255346856,478.9239160446413,478.9618467622765
